"Date","Ticker","Close"
"09/30/1859","__WTC_D",20
"10/31/1859","__WTC_D",20
"11/30/1859","__WTC_D",20
"12/31/1859","__WTC_D",20
"01/31/1860","__WTC_D",19.25
"02/29/1860","__WTC_D",18
"03/31/1860","__WTC_D",12.625
"04/30/1860","__WTC_D",11
"05/31/1860","__WTC_D",10.5
"06/30/1860","__WTC_D",9.5
"07/31/1860","__WTC_D",8.625
"08/31/1860","__WTC_D",7.5
"09/30/1860","__WTC_D",6.625
"10/31/1860","__WTC_D",5.5
"11/30/1860","__WTC_D",3.75
"12/31/1860","__WTC_D",2.75
"01/31/1861","__WTC_D",1.375
"02/28/1861","__WTC_D",1
"03/31/1861","__WTC_D",1
"04/30/1861","__WTC_D",0.625
"05/31/1861","__WTC_D",0.5
"06/30/1861","__WTC_D",0.5
"07/31/1861","__WTC_D",0.5
"08/31/1861","__WTC_D",0.25
"09/30/1861","__WTC_D",0.2
"10/31/1861","__WTC_D",0.1
"11/30/1861","__WTC_D",0.1
"12/31/1861","__WTC_D",0.1
"01/31/1862","__WTC_D",0.1
"02/28/1862","__WTC_D",0.15
"03/31/1862","__WTC_D",0.225
"04/30/1862","__WTC_D",0.5
"05/31/1862","__WTC_D",0.85
"06/30/1862","__WTC_D",1
"07/31/1862","__WTC_D",1.25
"08/31/1862","__WTC_D",1.25
"09/30/1862","__WTC_D",1.25
"10/31/1862","__WTC_D",1.75
"11/30/1862","__WTC_D",2
"12/31/1862","__WTC_D",2.25
"01/31/1863","__WTC_D",2.25
"02/28/1863","__WTC_D",2.5
"03/31/1863","__WTC_D",2.625
"04/30/1863","__WTC_D",2.875
"05/31/1863","__WTC_D",2.875
"06/30/1863","__WTC_D",3
"07/31/1863","__WTC_D",3.25
"08/31/1863","__WTC_D",3.375
"09/30/1863","__WTC_D",3.5
"10/31/1863","__WTC_D",3.75
"11/30/1863","__WTC_D",3.85
"12/31/1863","__WTC_D",3.95
"01/31/1864","__WTC_D",4.125
"02/29/1864","__WTC_D",4.375
"03/31/1864","__WTC_D",5.5
"04/30/1864","__WTC_D",6.625
"05/31/1864","__WTC_D",6.875
"06/30/1864","__WTC_D",9.5
"07/31/1864","__WTC_D",12.5
"08/31/1864","__WTC_D",10
"09/30/1864","__WTC_D",9.375
"10/31/1864","__WTC_D",8
"11/30/1864","__WTC_D",10
"12/31/1864","__WTC_D",11
"01/31/1865","__WTC_D",8.25
"02/28/1865","__WTC_D",7.5
"03/31/1865","__WTC_D",6
"04/30/1865","__WTC_D",6
"05/31/1865","__WTC_D",7.375
"06/30/1865","__WTC_D",5.625
"07/31/1865","__WTC_D",5.125
"08/31/1865","__WTC_D",4.625
"09/30/1865","__WTC_D",6.75
"10/31/1865","__WTC_D",8.125
"11/30/1865","__WTC_D",7.25
"12/31/1865","__WTC_D",6.5
"01/31/1866","__WTC_D",5
"02/28/1866","__WTC_D",4.4
"03/31/1866","__WTC_D",3.75
"04/30/1866","__WTC_D",3.95
"05/31/1866","__WTC_D",4.625
"06/30/1866","__WTC_D",3.5
"07/31/1866","__WTC_D",3
"08/31/1866","__WTC_D",3.75
"09/30/1866","__WTC_D",4.5
"10/31/1866","__WTC_D",3.425
"11/30/1866","__WTC_D",3.1
"12/31/1866","__WTC_D",1.975
"01/31/1867","__WTC_D",1.875
"02/28/1867","__WTC_D",1.85
"03/31/1867","__WTC_D",1.75
"04/30/1867","__WTC_D",1.95
"05/31/1867","__WTC_D",2.35
"06/30/1867","__WTC_D",1.9
"07/31/1867","__WTC_D",2.625
"08/31/1867","__WTC_D",3.15
"09/30/1867","__WTC_D",3.4
"10/31/1867","__WTC_D",3.55
"11/30/1867","__WTC_D",2.55
"12/31/1867","__WTC_D",1.875
"01/31/1868","__WTC_D",1.95
"02/29/1868","__WTC_D",2.25
"03/31/1868","__WTC_D",2.6
"04/30/1868","__WTC_D",2.95
