"Date","Ticker","Close"
"10/01/1859","__WTC_D",20
"11/05/1859","__WTC_D",20
"12/03/1859","__WTC_D",20
"12/31/1859","__WTC_D",20
"02/04/1860","__WTC_D",19.25
"03/03/1860","__WTC_D",18
"03/31/1860","__WTC_D",12.625
"05/05/1860","__WTC_D",11
"06/02/1860","__WTC_D",10.5
"06/30/1860","__WTC_D",9.5
"08/04/1860","__WTC_D",8.625
"09/01/1860","__WTC_D",7.5
"09/29/1860","__WTC_D",6.625
"11/03/1860","__WTC_D",5.5
"12/01/1860","__WTC_D",3.75
"01/05/1861","__WTC_D",2.75
"02/02/1861","__WTC_D",1.375
"03/02/1861","__WTC_D",1
"03/30/1861","__WTC_D",1
"05/04/1861","__WTC_D",0.625
"06/01/1861","__WTC_D",0.5
"06/29/1861","__WTC_D",0.5
"08/03/1861","__WTC_D",0.5
"08/31/1861","__WTC_D",0.25
"10/05/1861","__WTC_D",0.2
"11/02/1861","__WTC_D",0.1
"11/30/1861","__WTC_D",0.1
"01/04/1862","__WTC_D",0.1
"02/01/1862","__WTC_D",0.1
"03/01/1862","__WTC_D",0.15
"04/05/1862","__WTC_D",0.225
"05/03/1862","__WTC_D",0.5
"05/31/1862","__WTC_D",0.85
"07/05/1862","__WTC_D",1
"08/02/1862","__WTC_D",1.25
"08/30/1862","__WTC_D",1.25
"10/04/1862","__WTC_D",1.25
"11/01/1862","__WTC_D",1.75
"11/29/1862","__WTC_D",2
"01/03/1863","__WTC_D",2.25
"01/31/1863","__WTC_D",2.25
"02/28/1863","__WTC_D",2.5
"04/04/1863","__WTC_D",2.625
"05/02/1863","__WTC_D",2.875
"05/30/1863","__WTC_D",2.875
"07/04/1863","__WTC_D",3
"08/01/1863","__WTC_D",3.25
"09/05/1863","__WTC_D",3.375
"10/03/1863","__WTC_D",3.5
"10/31/1863","__WTC_D",3.75
"12/05/1863","__WTC_D",3.85
"01/02/1864","__WTC_D",3.95
"01/30/1864","__WTC_D",4.125
"03/05/1864","__WTC_D",4.375
"04/02/1864","__WTC_D",5.5
"04/30/1864","__WTC_D",6.625
"06/04/1864","__WTC_D",6.875
"07/02/1864","__WTC_D",9.5
"07/30/1864","__WTC_D",12.5
"09/03/1864","__WTC_D",10
"10/01/1864","__WTC_D",9.375
"11/05/1864","__WTC_D",8
"12/03/1864","__WTC_D",10
"12/31/1864","__WTC_D",11
"02/04/1865","__WTC_D",8.25
"03/04/1865","__WTC_D",7.5
"04/01/1865","__WTC_D",6
"04/29/1865","__WTC_D",6
"06/03/1865","__WTC_D",7.375
"07/01/1865","__WTC_D",5.625
"08/05/1865","__WTC_D",5.125
"09/02/1865","__WTC_D",4.625
"09/30/1865","__WTC_D",6.75
"11/04/1865","__WTC_D",8.125
"12/02/1865","__WTC_D",7.25
"12/30/1865","__WTC_D",6.5
"02/03/1866","__WTC_D",5
"03/03/1866","__WTC_D",4.4
"03/31/1866","__WTC_D",3.75
"05/05/1866","__WTC_D",3.95
"06/02/1866","__WTC_D",4.625
"06/30/1866","__WTC_D",3.5
"08/04/1866","__WTC_D",3
"09/01/1866","__WTC_D",3.75
"09/29/1866","__WTC_D",4.5
"11/03/1866","__WTC_D",3.425
"12/01/1866","__WTC_D",3.1
"01/05/1867","__WTC_D",1.975
"02/02/1867","__WTC_D",1.875
"03/02/1867","__WTC_D",1.85
"03/30/1867","__WTC_D",1.75
"05/04/1867","__WTC_D",1.95
"06/01/1867","__WTC_D",2.35
"06/29/1867","__WTC_D",1.9
"08/03/1867","__WTC_D",2.625
"08/31/1867","__WTC_D",3.15
"10/05/1867","__WTC_D",3.4
"11/02/1867","__WTC_D",3.55
"11/30/1867","__WTC_D",2.55
"01/04/1868","__WTC_D",1.875
"02/01/1868","__WTC_D",1.95
"02/29/1868","__WTC_D",2.25
"04/04/1868","__WTC_D",2.6
"05/02/1868","__WTC_D",2.95
"05/30/1868","__WTC_D",3.675
"07/04/1868","__WTC_D",4.325
"08/01/1868","__WTC_D",5.075
"08/29/1868","__WTC_D",4.325
"10/03/1868","__WTC_D",3.9
"10/31/1868","__WTC_D",4.125
"12/05/1868","__WTC_D",3.75
"01/02/1869","__WTC_D",4.25
"01/30/1869","__WTC_D",5.75
"02/27/1869","__WTC_D",6.55
"04/03/1869","__WTC_D",6
"05/01/1869","__WTC_D",5.7
"06/05/1869","__WTC_D",5.35
"07/03/1869","__WTC_D",5
"07/31/1869","__WTC_D",5.375
"09/04/1869","__WTC_D",5.5
"10/02/1869","__WTC_D",5.5
"10/30/1869","__WTC_D",5.55
"12/04/1869","__WTC_D",5.8
"01/01/1870","__WTC_D",5.125
"02/05/1870","__WTC_D",4.525
"03/05/1870","__WTC_D",4.625
"04/02/1870","__WTC_D",4.3
"04/30/1870","__WTC_D",4.25
"06/04/1870","__WTC_D",4.525
"07/02/1870","__WTC_D",4.25
"07/30/1870","__WTC_D",3.8
"09/03/1870","__WTC_D",3.175
"10/01/1870","__WTC_D",3.475
"11/05/1870","__WTC_D",3.225
"12/03/1870","__WTC_D",3.325
"12/31/1870","__WTC_D",3.4
"02/04/1871","__WTC_D",4
"03/04/1871","__WTC_D",4.5
"04/01/1871","__WTC_D",4.25
"04/29/1871","__WTC_D",3.95
"06/03/1871","__WTC_D",4.575
"07/01/1871","__WTC_D",4.6
"08/05/1871","__WTC_D",4.8
"09/02/1871","__WTC_D",4.475
"09/30/1871","__WTC_D",4.55
"11/04/1871","__WTC_D",4.7
"12/02/1871","__WTC_D",4.1
"12/30/1871","__WTC_D",4.35
"02/03/1872","__WTC_D",4.025
"03/02/1872","__WTC_D",3.725
"03/30/1872","__WTC_D",3.625
"05/04/1872","__WTC_D",3.525
"06/01/1872","__WTC_D",3.9
"06/29/1872","__WTC_D",3.9625
"08/03/1872","__WTC_D",3.675
"08/31/1872","__WTC_D",3.475
"10/05/1872","__WTC_D",3.15
"11/02/1872","__WTC_D",4.175
"11/30/1872","__WTC_D",4.35
"01/04/1873","__WTC_D",3.2875
"02/01/1873","__WTC_D",2.375
"03/01/1873","__WTC_D",2.2
"04/05/1873","__WTC_D",2.1
"05/03/1873","__WTC_D",2.45
"05/31/1873","__WTC_D",2.5375
"07/05/1873","__WTC_D",2.175
"08/02/1873","__WTC_D",1.8125
"08/30/1873","__WTC_D",1.3375
"10/04/1873","__WTC_D",1.275
"11/01/1873","__WTC_D",1.2375
"11/29/1873","__WTC_D",1.075
"01/03/1874","__WTC_D",0.975
"01/31/1874","__WTC_D",1.325
"02/28/1874","__WTC_D",1.9
"04/04/1874","__WTC_D",1.8
"05/02/1874","__WTC_D",1.9625
"05/30/1874","__WTC_D",1.65
"07/04/1874","__WTC_D",1.1875
"08/01/1874","__WTC_D",1.0125
"09/05/1874","__WTC_D",1
"10/03/1874","__WTC_D",0.975
"10/31/1874","__WTC_D",0.875
"12/05/1874","__WTC_D",0.725
"01/02/1875","__WTC_D",0.7625
"01/09/1875","__WTC_D",1.05
"01/16/1875","__WTC_D",1.0125
"01/23/1875","__WTC_D",1.1
"01/30/1875","__WTC_D",1.2125
"02/06/1875","__WTC_D",1.725
"02/13/1875","__WTC_D",1.275
"02/20/1875","__WTC_D",1.475
"02/27/1875","__WTC_D",1.75
"03/06/1875","__WTC_D",1.675
"03/13/1875","__WTC_D",1.7
"03/20/1875","__WTC_D",1.575
"03/27/1875","__WTC_D",1.575
"04/03/1875","__WTC_D",1.4625
"04/10/1875","__WTC_D",1.4375
"04/17/1875","__WTC_D",1.425
"04/24/1875","__WTC_D",1.35
"05/01/1875","__WTC_D",1.3375
"05/08/1875","__WTC_D",1.2125
"05/15/1875","__WTC_D",1.0875
